unit_id,sentence,role,prev,next,speakers,targets,source,date,target_l1,sample_score,sampling_reason
_679ff90984cb_u002,"趙少康指出,民進黨和賴清德的台獨主張,不僅無視於歷史事實、扭曲解讀當時的國際環境,更是對台灣人民的權益和未來造成嚴重威脅。",claim,"開羅宣言80週年,國民黨召開記者會,未出席的國民黨副總統參選人趙少康透過影片表示,開羅宣言簽署80週年,是不可被否定的歷史事實,台灣與澎湖群島的主權不是「未定」,而是明確屬於中華民國,開羅宣言是中華民國歷史上的重大時刻,躍上國際舞台的象徵,任何否定中華民國擁有台灣主權管轄、主張台獨的政治語言,都是對歷史和法理地位的無視。","台灣的未來和安全,唯有在中華民國的框架下才能得到保障,台獨帶來的只有兵凶戰危。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""趙少康"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-12-01 17:13:00,L1-15,12.3,targeted_gap_filling
_d89970f8468b_u004,"柯文哲提少子化政見 設人口發展委員會檢討強制退休規定 侯友宜:賴清德台獨主張是兩岸和平跨不過的萬重山 賴清德在第二輪發言時表示,世界正在快速轉變,對台灣是挑戰也是機會,未來將掌握變化、抓住機會,擴大台灣優勢,妥善運用數位轉型、淨零轉型兩道力量,打造智慧、永續的新台灣,帶動台灣第二次經濟奇蹟。",claim,政見會抽籤的發言順序為柯文哲、侯友宜、賴清德。,"賴清德說,全球智慧化時代來臨,要妥善運用科技創新、推升數位轉型,讓台灣成為智慧科技島,持續壯大半導體產業,提出半導體國家級戰略,讓半導體產業原料、儀器設備、研發、IC設計、晶圓製造、封裝測試、協力廠商,都能在台灣成為生態系統,並幫助其他科技、傳統產業。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}]","[""兩岸|cross-strait""]",03_Lai_chinatimes_news,2023-12-26 15:53:00,L1-15,12.3,targeted_gap_filling
_a4e40703886e_u008,"透過 Google News 沈伯洋表示,不管是今年美國對中國的撤資,G7決定對中國去風險化,全世界都對中國做出了決定,台灣站在民主自由陣營,應該延續原來的政策,延續與民主自由同盟的世界,若放棄了這點,持續回到九二共識、回到與中國同一個經濟體,那麼台灣的經濟無法獨立、文化無法生根,要怎麼面對下一代。",claim,"沈伯洋說,中國一直以來都想要介入台灣選舉,而台灣的選舉只要介入3%左右的票、也就是50萬左右,就足以逆轉所有選舉,中國要介入、影響台灣選舉結果,是非常容易的事。","他說,民進黨不分區名單有社福、資訊安全、國家安全、環保、性別、交通等專業,過去8年執政,也不是只有通過抗中保台相關法案,包括長照、弱勢照顧等議題,都在民進黨守備範圍,希望大家把選票投給民進黨,6號也代表回家打電話,希望大家幫忙打電話拉票、守護下一代。",[],[],03_Lai_chinatimes_news,2023-12-20 12:06:00,L1-15,12.3,targeted_gap_filling
_22bae0f8a1ca_u009,"在打造創新創業雨林生態系部分,賴清德主張針對高中低風險的投資機會,擬定不同投資策略和能量布建,目標5年內創造2萬個新創就業,新創投資金額每年達1500億元,10年內讓台灣成為創新解決方案的淨輸出國,具體作法包含落實法規調適、擴大國際新創聚落、提供年輕創業人才海外創新實習機會、吸引國際行銷人才加入台灣新創團隊等。",claim,"加速金融科技創新,強化有利產業發展的金融環境,並擴大普惠金融,全方位針對所有階層和群體的金融需求,擴大民眾投資資本市場多元的理財機會。","他說明,1500億元包含新創業者的投資、金融業及國家資金的挹注等,會是早期資金到各階段需求的加總。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-10-03 11:58:35,L1-15,12.3,targeted_gap_filling
_ddd7b37896f1_u005,"賴清德表示,氣候變遷議題是全世界共同的挑戰,因此他也於日前召開的國政願景記者會中提出了「淨零轉型五大策略」,要帶領台灣化挑戰為助力,推動能源轉型、帶動產業升級。",claim,"節目中,賴清德憶起台南市長期間,開源節流、調度備援水資源,成功爭取台積電在台南設廠的過程,以及擔任行政院長,積極解決當時面臨的「五缺」議題,吸引台商回台投資。","主持人追問,未來核能或核融合可能發展,賴清德怎麼看。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-11-29 13:06:00,L1-15,12.3,targeted_gap_filling
_08e54e529541_u007,"該人士說,中國毫不掩飾的介選也成為國際媒體關注的焦點,美聯社報導,中國利用軍事威脅、外交壓力、假新聞和對政客的經濟利誘,採取廣泛的戰略來影響台灣選民,以選出支持統一的候選人。",claim,"黨政人士表示,這次大選,中國介選方式可謂無所不用其極,和往年相較,目的和手段都更多元、彈性,除了未曾停止過的文攻武嚇,安排地方里長、社團領袖赴大陸觀光的旅遊介選等,這次選舉期間也特別針對不同年齡、族群進行認知作戰,透過短文、短影音在社群媒體進行操作、擴散,而過往藉由境外內容農場發布謠言的途徑,現在也發現在國內有媒體及特定人士作為在地協力者,成為散布錯假訊息的源頭。","法新社也指出,台灣這段選舉期間,抖音上針對民進黨候選人的虛假和誤導性的影音呈倍數增加。",[],[],03_Lai_chinatimes_news,2024-01-13 20:53:00,L1-15,12.3,targeted_gap_filling
_010c343bfe08_u007,"吳欣盈說,主權基金可以支撐台灣未來的繁榮,是給人民最好的禮物,政府要相信專業,學習國際經驗,用決心和執行力面對未來挑戰。",claim,"透過 Google News 她說,國際上主權基金有許多成功的案例,端看政府有無決心和擔當,外界可能擔心主權基金的經營績效會否像四大基金一樣,事實上完全不一樣,她提出的主權基金把100%投資海外,不是投入碼頭、機場等高風險投資,是透過資產配置,追求7%到8%的低風險合理報酬,透過儲蓄型主權基金,台灣就能提升人民購買力、打敗通膨,為下一代帶來保障。","台灣已經沒有時間可以浪費了,要設立主權基金不是yes或no的問題,政府要有執行力,台灣需要改變,改變就是現在,把執行力交給最有能力的柯盈配。","[{""name"": ""吳欣盈"", ""party"": ""TPP""}]",[],03_Lai_chinatimes_news,2023-12-22 21:01:00,L1-15,12.3,targeted_gap_filling
_92ebe4c0b6cb_u007,"至於經濟繁榮,賴清德說,台灣是科技大國也是許多產業的重要樞紐,有助台灣與各國建立更緊密的經濟連結,即使北京採取不公平貿易措施,也不影響台灣推動經濟多元化、降低經濟和貿易風險、參與全球供應鏈安全討論,並增強產業韌性的長期願景。",claim,"和平方面,賴清德表示,美日韓3國領袖在大衛營發布共同聲明,重申「台海和平穩定對國際社會的安全與繁榮至關重要」,各國不斷透過言語及行動,展現台灣的安全攸關國際安全,台灣則將持續以四個堅持維護兩岸現狀,並透過和平四大支柱積極貢獻台海及印太安全。","賴清德說,這一切不僅符合台灣的國家利益,也能促進世界各地的經濟繁榮,而價值外交新時代象徵著台灣面向國際的堅定意志,當對岸選擇「一國兩制」,台灣則選擇與世界並肩同行,以「不退縮,也不冒進」的原則,負責任維護印太區域的和平與穩定。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-08-25 19:56:00,L1-15,12.3,targeted_gap_filling
_92ebe4c0b6cb_u005,"民主部分,賴清德說,全球對威權主義擴張的擔憂日益增加,台灣將以尊重人權、民主與永續性作為根基,並會透過民主理念與更多國家展開合作,開拓國際空間。",claim,"賴清德說,未來將引領「價值外交新時代」,把民主、和平與繁榮價值視為最大的力量來源,藉此擴大台灣國際合作、建立更緊密國際連結,向世界展現台灣是一股良善的力量。","和平方面,賴清德表示,美日韓3國領袖在大衛營發布共同聲明,重申「台海和平穩定對國際社會的安全與繁榮至關重要」,各國不斷透過言語及行動,展現台灣的安全攸關國際安全,台灣則將持續以四個堅持維護兩岸現狀,並透過和平四大支柱積極貢獻台海及印太安全。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-08-25 19:56:00,L1-15,12.3,targeted_gap_filling
_e4a6abbcf570_u010,"賴清德說,他非常希望,國人能夠團結一致面對中國的威脅,國際社會也已意識到,中國對台灣或對國際社會的威脅,其實大家已經有對策了,大家應該要增強自己的力量,團結合作,才有辦法確保和平。",claim,"那如果反對一國兩制,就不要接受九二共識,這個道理是非常清楚的,一方面接受九二共識,又一方面說在走台灣的新中間路線、在守護中華民國,這根本都是矛盾的。",(編輯:楊蘭軒)1121230 總統候選人政見會最終場發言一覽 柯侯賴交鋒校園安全、兩岸議題 副總統候選人政見會 吳欣盈趙少康蕭美琴發言內容一次看 歷屆總統大選中國介選手段一覽 飛彈試射經貿報復擾民心 柯文哲賴清德侯友宜拚2024總統大選 7大政見比一比 侯友宜:賴清德不放棄台獨謀害台灣 忘恩負義 台灣選後第3天 美媒聚焦三黨,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-12-30 15:43:00,L1-15,12.3,targeted_gap_filling
_5695643263fc_u011,"她表示,世界正劇烈變動,地緣政治快速變化,全球產業鏈重組中,數位轉型與氣候變遷也衝擊全球經濟,政府最重要的是要在變局中管理風險,不是喊喊「侯侯做代誌」、「把國家還給人民」就能解決問題。",claim,"透過 Google News 蕭美琴也說,蔡總統執政8年,從股市、國內生產毛額(GDP)、出口的成長都可證明民進黨比國民黨懂得拚經濟,且長照預算、幼兒照顧預算都高出國民黨時期許多,現在全世界的主要工業國,都在去風險化,極力降低對中國的依賴,如果藍白贏了,台灣恐又要走上依賴中國的老路,好的政策也有被翻盤的風險。","(編輯:翟思嘉)1121222 總統選舉首場政見發表會 侯友宜賴清德柯文哲發言一覽 柯文哲賴清德侯友宜拚2024總統大選 7大政見比一比 小笠原欣幸分析綠藍白副手加分點 蕭美琴趙少康吳欣盈各有微妙影響 蕭美琴陪高雄立委候選人車掃 大愛心回應熱情民眾 衛報:蕭美琴提倡戰貓哲學 以全球視野應對中國威脅 2024/01/22 16:57 2024/01/15 11:44 2024/01/14 21:26 2024/01/14 20:59 2024/01/14 20:34 2024/01/14 20:09 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",[],[],02_Ke_chinatimes_news,2023-12-22 20:13:00,L1-15,12.3,targeted_gap_filling
_47a837f7f64a_u005,"柯文哲最近對台灣外國記者會(TFCC)演講時說:「過去30年來,藍綠兩黨輪流執政,但台灣人民的生活並沒有改善。人民之間的仇恨加劇,人民對國家的認同面臨分裂的風險。我們無法以理性、務實、科學的態度應對台灣面臨的真正威脅和危險。」 他列出經濟放緩、必需品短缺、極端天氣以及地緣政治帶來的戰爭風險等。",claim,"他與國民黨討論結盟競選總統數個月後,該計畫在最後一刻破局。","他說:「這讓台灣人民逐漸看清(問題),並試圖弄清楚我們的未來應該走向何方。」 分析家表示,幾個月來,柯文哲似乎比國民黨總統候選人侯友宜更有機會當選。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],02_Ke_chinatimes_news,2024-01-06 21:12:00,L1-15,12.3,targeted_gap_filling
_78b989f28081_u004,"侯友宜說,民進黨近8年的執政,將台海推向兵凶戰危,不只讓人民擔憂,更是害怕,就連國際雜誌「經濟學人」都評價台灣是世界上最危險的地方。",claim,"侯友宜說,他是南部孩子,到北部打拚的過程中,認識很多彰化鄉親,永遠感念彰化鄉親給他的鼓勵跟支持,他出來參選只有一個目的,就是希望團結台澎金馬這片土地的人民,讓中華民國可以安定繁榮永續,「台灣不要對立跟衝突,需要認真做事的力量,人民要什麼,我們就為他們做什麼!」當選後一定為彰化跟各地爭取建設,並發揮辦案精神,揭發民進黨政府的種種弊端。","侯友宜並提到,他昨天前往新竹時,有位父親握著他的手說,「我兒子的安全就交給你了,一定要把國家安全顧好」,他強調,會秉持從警以來用生命守護國家的信念,讓台灣的下一代不會失去生命,也不會失去現在的經濟,可以在這片土地安居樂業的生活。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-06-25 17:18:29,L1-15,12.3,targeted_gap_filling
_26cdac917ac7_u000,"副總統賴清德今天說,台灣位處西太平洋的第一島鏈,直接面對威權中國威脅,台灣是全球重建民主架構非常重要的價值夥伴,期待大家共同推動民主團結、民主治理、民主和平3項民主行動,讓台灣達到民主、和平、繁榮3大目標。",claim,,賴副總統今天出席台灣智庫的「挑戰2032:台灣國家願景系列論壇」。,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],02_Ke_tvbs_news,2023-04-24 13:53:00,L1-15,12.3,targeted_gap_filling
_73c0b56d4f50_u004,"黃守達說,不知自己是第六選區第一個登記參選的人,登記參選的初衷就是「團結、延續、守護」,團結本土陣營的所有支持者,延續過去中西南區的文化建設及守護台灣這個國家,並希望過程可以帶動更多人認同民進黨,認同這段期間我們在這個選區的種種努力,他自己也是年輕人,希望讓台灣社會看到年輕人願意承責任,年輕人要跟台灣整國家社會一起來努力、一起來面對接下來迎向的挑戰。",claim,"黃守達說,今天在服務處碰到父親,父親很關心他的近況,獲知他今天下午要登記參選立委嚇一大跳,就陪同前來登記。","黃守達說,這次參選就是希望中西東南區、台中、台灣變得更好,這是參選立委最大的初衷,「我準備好了」!","[{""name"": ""民進黨"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-03-23 18:00:05,L1-15,12.3,targeted_gap_filling
_27f390b2ad3e_u003,"王定宇認為,這些團體對於代表台灣力量的總統候選人,也會給予最大支持,內部的紛爭或分裂對台灣都是不利的,所以面對2024這麼重要關鍵的一戰,外部有中國威脅,世界局勢也在變化,俄烏戰爭正在進行中,台灣不管在外交、經濟都發展在正確的軌道上,能夠讓總統蔡英文建設台灣的成績可以繼續下去。",claim,"王定宇表示,不管在台灣內部或海內外,有很多對台灣充滿感情、熱愛台灣的團體,不管是小英之友會、信賴台灣願景協會、李登輝之友會或台灣國家聯盟等,相信為了自己的國家,為了讓台灣更好,面對2024年總統大選,不管是哪一個團體,民進黨提名的總統候選人都要盡最大努力,去凝聚這些團體的力量。","王定宇說,對於民進黨所提名的總統候選人,相信這些熱愛台灣的團體,不管在海外在國內,都會盡最大力量整合在一起、團結在一起,為了自己的國家努力,因為這不是一個人的選戰,也不是為了單一候選人的選戰,是為了自己國家、家園的一場選戰,所以整合和團結,「我認為不會有大的問題。」 不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法",[],[],03_Lai_ltn_news,2023-02-21 17:10:51,L1-15,12.3,targeted_gap_filling
_26cdac917ac7_u000,"副總統賴清德今天說,台灣位處西太平洋的第一島鏈,直接面對威權中國威脅,台灣是全球重建民主架構非常重要的價值夥伴,期待大家共同推動民主團結、民主治理、民主和平3項民主行動,讓台灣達到民主、和平、繁榮3大目標。",claim,,賴副總統今天出席台灣智庫的「挑戰2032:台灣國家願景系列論壇」。,"[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],01_Ho_tvbs_news.csv,2023-04-24 13:53:00,L1-15,12.3,targeted_gap_filling
_5acc8f59baa7_u007,"他進一步表示,更要透過妥善因應淨零轉型、疫後經濟復甦,以及俄烏戰爭所帶來的地緣政治變化、產業鏈重組的種種挑戰,讓未來的台灣能夠更加智慧、更加永續、也更具韌性。",claim,"賴清德表示,今天則是以無比堅定的心,參與民進黨總統初選,希望爭取黨內同志以及台灣人民的支持,站在第一線率領團隊,建設國家、升級經濟、造福人民、並且打擊黑、金、槍、毒、建立和諧安定公益的社會,讓年輕人看見希望、壯年人實現夢想、老年人得到幸福、弱勢者也得到照顧。","他強調,特別是台灣位於印太第一島鏈的關鍵位置,直接面對中國日益增強的文攻武嚇,不擇手段的外交打壓,還有大玩和戰兩手策略的種種威脅,台灣必須要團結一致,持續壯大台灣,堅守民主陣容,確保台灣安全。",[],[],03_Lai_chinatimes_news,2023-03-15 09:44:00,L1-15,12.3,targeted_gap_filling
_322fdaa48a89_u011,"賴清德指出,當前國際社會民主陣營已注意到中國對國際社會的威脅,也關注台海和平對世界的重要性,我們應該跟理念相近、民主盟友一起合作,共同努力對中共發生威懾效果,不讓其越雷池一步,備戰才能避戰,能戰才能止戰,實力帶來和平。",claim,"賴清德說,台灣要持續與理念相同國家共同和平保護台灣,戰爭沒有贏家,中國必須深刻體驗到,如果對台灣發動戰爭,台灣固然最直接受創,但所掀起的全球災難,中國也難以承受,不得不慎,在中國沒有放棄武力犯台前,我們必須持續增強全民國防力量,隨時做好抵抗中國入侵、保護台灣的準備。","賴清德說,過去民進黨為民主打拚,未來為和平奮鬥,面對中國文攻武嚇,我們不會改變和平的立場,也不會放棄任何和平的機會,將秉持對等尊嚴,自信地展開交流合作,增進彼此的了解、理解、諒解、和解,共同增進兩岸人民的福祉,一起面對天災地變新興傳染病等各種挑戰,透過合作帶來兩岸和平,放眼全球。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-04-12 16:01:58,L1-15,12.3,targeted_gap_filling
_322fdaa48a89_u007,"賴清德說,他也將強化台灣的經濟韌性,因應氣候變遷,地緣政治變化,以及疫後經濟復甦等種種挑戰,持續改善台灣的投資環境,申請區域經濟並簽訂貿易或投資保障協定,進入全球供應鏈,讓台灣企業可以立足台灣、佈局全球、行銷全世界,並好好發展應用AIoT等新興科技,推動人工智慧產業化,讓台灣科技產業持續壯大,同時協助中小企業轉型。",claim,"第二項行動,民主治理,賴清德主張建立開放政府,打造韌性繁榮的台灣,不僅要保障人民權利,也要提升人民對國家發展的參與,他將秉持公開透明,人民作主的精神,建立開放政府,提升人民對公共審議的參與,讓利害關係不同的社群,共同面對複雜的議題,透過由下而上的民主程序,達到台灣的民主韌性。","賴清德還提到,他將強化區域均衡發展,深化中央地方合作關係外,也要建立區域聯合治理平台,務實解決問題並導入地方創生,鼓勵青年創業,支持在地創業、發展社會企業,創造更多就業機會,讓台灣處處可以安居,人人能樂業。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_ltn_news,2023-04-12 16:01:58,L1-15,12.3,targeted_gap_filling
_d18308807836_u004,"侯友宜表示,為了台海安定與印太地區穩定,他提出以嚇阻(Deterrence)、對話(Dialogue)與降低風險(De-escalation)的「3D戰略」作為兩岸、國防與外交藍圖,他會在就職10個月內公布「中華民國國家安全戰略」,把3D戰略具體化,達到促進繁榮、確保民主與強化安全3大目標。",claim,"侯友宜:若當選啟動睦鄰外交 從新南向擴至印太 侯友宜說,他在國防方面會達成「建構國家安全戰略藍圖」、「志願役加薪,義務役服役不用等」、「厚植國防戰力基礎」與「十大建設打造可恃嚇阻戰力」共4大目標。","侯友宜說,為了留住人才,志願役要加薪百億,讓戰鬥單位志願役每月最多加薪1萬元,估計每年約增106億元國防預算,包含戰鬥加給增加67億元,志願役加給增加39億元。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",03_Lai_chinatimes_news,2023-12-11 17:19:00,L1-15,12.3,targeted_gap_filling
_e883ffea8932_u017,"(編輯:謝佳珍)1120723 侯尊韓全代會營造團結氛圍 整合郭台銘仍是挑戰 國民黨中評委黃文章挺郭台銘 黨部:未涉黨紀 傳柯侯郭下週見面 侯友宜:謝謝關心 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 侯辦疑雲豹與綠營關係深 民進黨:一再抹黑台灣綠能 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"黨內是否絕無可能「換侯」,洪秀柱笑說:「換柱就好了」。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""綠營"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-07-23 12:46:00,L1-15,12.3,targeted_gap_filling
_d56a00cb10f0_u006,"他說,他將用過去8年在台北市政府的公務經驗及從醫30年的良知與專業,踏出改革之路,需要解決人口危機、改善勞動條件、提高高等教育投資、守護醫療品質、落實居住正義、確保能源穩定、建立產業韌性、杜絕債留子孫,打造共融社會。",claim,"柯文哲認為,他在台灣政壇所代表的是理性、務實、科學,透過每一天實踐落實在人民生活之中,選擇柯文哲不是選擇一個候選人,而是選擇過去這10年來,台灣社會所渴望的進步與公義。","同時,他也要強化民主核心價值,他認為,這是台灣在世界舞台上最重要的資產,也是抗衡地緣政治壓力的唯一解方,「民主,是中華民國可以安全的最大保障」。",[],[],01_Ho_chinatimes_news,2023-12-30 16:46:00,L1-15,12.3,targeted_gap_filling
_25d3aec04210_u004,"在民主方面,他表示,無論在烏克蘭或是印太區域,在當前的國際局勢下,民主日益受來自威權主義到挑戰,若當選未來的政府會將台灣打造為擁護全球民主、人權與法治價值的核心,賦權台灣民主基金會等組織與機構建立更牢固的國際連結,分享台灣的民主經驗。",claim,"他強調,「民主、和平、繁榮」不僅是民進黨的核心,也象徵台灣人民對未來的共同願望,未來會透過行動確保這些價值的實現。","他並說,台灣也應認同「在任何地方捍衛民主,就是在全世界捍衛民主」此概念,向烏克蘭人民提供更多人道援助,並連同盟友共同抵抗混合式與認知性威脅,一起防範不實或惡意訊息加深對政府機構的懷疑、分化社會,並削弱民主。",[],[],03_Lai_chinatimes_news,2023-10-26 20:34:00,L1-15,12.3,targeted_gap_filling
_486b3c685d2d_u006,"他說,提高國防力量,志不在反攻大陸,也不在協助國際社會侵略中國,只是想要保護台灣,在中國不放棄武力威脅之下,台灣社會自然而然會有抵抗中國併吞的準備,然後保護台灣的安全。",claim,"談到「抗中保台」,賴清德說,「抗中保台」這4個字被誤解了,好像是台灣主動,其實不是,台灣只是抵抗中國的併吞,不得不做各種準備來保護台灣。","透過 Google News 賴清德表示,他的成長背景與身處民進黨並不是那麼了解藍營人士內心真正的想法,相信藍營人士對這塊土地一定有感情,而且對這塊土地也有貢獻,但為什麼講出來的話,在國家認同上會有一些分歧。",[],[],03_Lai_chinatimes_news,2023-11-09 21:46:00,L1-15,12.3,targeted_gap_filling
_ab2806530f8c_u004,"賴清德表示,蔣方智怡的那段話,國民黨應該好好反省,但是「抗中保台」四個字被誤解了,好像是我們主動,其實不是,我們只是抵抗中國的併吞,不得不做各種準備保護台灣,我們提高國防力量,志不在反攻大陸,也不在協助國際社會侵略中國,我們只是想要保護台灣,在中國不放棄武力威脅下,台灣社會自然會有抵抗中國併吞的準備,這段話足以讓國民黨,或社會一些走錯路的好好反省。",claim,"賴清德指出,他在台南市長時,到灣里一座廟拜訪主委,對方說自己長久支持國民黨,過去不管是蔣介石或蔣經國兩位總統,都是要對抗共產黨,現在卻180度轉變,讓人有受騙的感覺,在國家認同、國家方向上,包括藍營很多人,都不認同前總統馬英九的路線,這也是馬前總統民調這麼低,低到打破國民黨在社會上政黨支持的比例。","賴清德說,台灣只有團結這條路、沒有其他,否則不要說沒有辦法妥善因應來自中國的威脅,我們在國際的挑戰也很大,包括全球數位轉型、2050淨零轉型及國內種種社會問題;","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],01_Ho_ltn_news,2023-11-09 20:48:35,L1-15,12.3,targeted_gap_filling
_65b277495d16_u008,"林志潔是科技法律教授,賴清德指出,她能發揮專業協助立法、修法,保護台灣企業關鍵技術及營業秘密,她最了解科技產業,若能進入國會,一定能幫助產業面對國際挑戰,強化國家安全。",claim,"他指出,他與蕭美琴若執政要順利,國會支持非常重要,新竹市立委席次是民進黨能在國會過半的關鍵席次,懇求大家支持民進黨新竹市立委參選人林志潔進入國會,與執政團隊為了新竹市發展、守護台灣一起努力。","透過 Google News 賴清德表示,民進黨秉持跨黨派、跨世代、跨領域,邀請好人才共同承擔台灣責任,懇請民眾不只要支持黨籍新竹市區域立委參選人林志潔,政黨票也要支持民主進步黨。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],03_Lai_chinatimes_news,2023-11-25 16:23:00,L1-15,12.3,targeted_gap_filling
_47a837f7f64a_u005,"柯文哲最近對台灣外國記者會(TFCC)演講時說:「過去30年來,藍綠兩黨輪流執政,但台灣人民的生活並沒有改善。人民之間的仇恨加劇,人民對國家的認同面臨分裂的風險。我們無法以理性、務實、科學的態度應對台灣面臨的真正威脅和危險。」 他列出經濟放緩、必需品短缺、極端天氣以及地緣政治帶來的戰爭風險等。",claim,"他與國民黨討論結盟競選總統數個月後,該計畫在最後一刻破局。","他說:「這讓台灣人民逐漸看清(問題),並試圖弄清楚我們的未來應該走向何方。」 分析家表示,幾個月來,柯文哲似乎比國民黨總統候選人侯友宜更有機會當選。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],03_Lai_chinatimes_news,2024-01-06 21:12:00,L1-15,12.3,targeted_gap_filling
_8e357dcaa389_u004,"侯友宜說,民進黨近8年的執政,將台海推向兵凶戰危,不只讓人民擔憂,更是害怕,就連國際雜誌「經濟學人」都評價台灣是世界上最危險的地方。",claim,"侯友宜說,他是南部孩子,到北部打拚的過程中,認識很多彰化鄉親,永遠感念彰化鄉親給他的鼓勵跟支持,他出來參選只有一個目的,就是希望團結台澎金馬這片土地的人民,讓中華民國可以安定繁榮永續,「台灣不要對立跟衝突,需要認真做事的力量,人民要什麼,我們就為他們做什麼!」當選後一定為彰化跟各地爭取建設,並發揮辦案精神,揭發民進黨政府的種種弊端。","侯友宜並提到,他昨天前往新竹時,有位父親握著他的手說,「我兒子的安全就交給你了,一定要把國家安全顧好」,他強調,會秉持從警以來用生命守護國家的信念,讓台灣的下一代不會失去生命,也不會失去現在的經濟,可以在這片土地安居樂業的生活。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],01_Ho_ltn_news,2023-06-25 17:18:29,L1-15,12.3,targeted_gap_filling
_7e59bbac989d_u009,"賀錦麗(Kamala Harris)強調,美政府致力於加強與蒙古國和印太地區國家的關係,著重對抗氣候危機、維護民主和人權,以及因應基於規則的國際秩序所遭受的威脅。",claim,"他表示,兩國直航將於2024年第2季開通,這為促進貿易、旅遊、商業和投資提供了「絕佳機會」。","(譯者:紀錦玲/核稿:徐睿承)1120803 美國告知俄羅斯 不會重返開放天空條約 戰略價值與日俱增 馬克宏首訪蒙古短暫過境 教宗方濟各9月初訪問蒙古 開歷史先例 台捷直航 布拉格機場30日起開放台灣客自動查驗通關 拜登缺席東協峰會 分析:美國對區域承諾恐遭質疑 美派部長赴巴拉圭總統就職 賴清德無緣再會賀錦麗 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",[],[],03_Lai_chinatimes_news,2023-08-03 10:52:00,L1-15,12.3,targeted_gap_filling
_1bf19cabb0ab_u008,"賴副總統指出,雲林人與新北市關係深厚,故鄉的農產品產值最多,面對氣候變遷與糧食危機,發展農業生物科技,將來一定是國家必然重視的城市。",claim,"新北市議員黃淑君轉述,賴副總統會中表示雲林擁有農業產業、人才也很多,文化資產豐厚,展現出外人奮鬥的精神。","賴副總統說,雲林的人才很多,許多人在北部擔任重要的民意代表,士農工商都有傑出表現;",[],[],03_Lai_chinatimes_news,2023-02-09 21:47:00,L1-15,12.3,targeted_gap_filling
