unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_f97dce4bea03_u005,"賴清德表示,在COVID-19疫情肆虐剛解封、中國對台威脅日益增強的此時,賈麥岱總統不遠千里,特地率團來到台灣,更顯這份友誼的彌足珍貴,賈麥岱總統此行也接受頒贈采玉大勳章,並將出席多個交流活動,雖然來訪的時間不長,相信必會對台灣的溫暖、良善,留下美好印象,共同凝聚彼此的穩固情誼。",claim,"多年來,瓜地馬拉對台灣的友情堅定不移,這證明了在民主的道路上,台灣必能和理念相同的夥伴一起,迎向未來、邁向國際、開創共榮。","最後,賴表示,祝福友邦此次來訪圓滿、順利,我國也會接續努力,在相同的民主道路上,讓世界看見台灣的價值,擁抱台灣。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-04-25 20:57:25,L1-05,5.3,l2_L2-07|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_42d60138b5f0_u017,"(時代力量提供) 立委王婉諭指出,新竹物流、士林電機、國賓飯店、信林企業、新嘉亞洲投資的董監事及中高階員工,一共53位,在2018年5月2日、2018年9月25日這兩天,有志一同,紛紛捐給競選新北市長的侯友宜10萬元,總共捐了530萬。",claim,"(時代力量提供) 立委王婉諭表示,侯友宜去年尋求連任時,新竹物流、士林電機的董監事、中高階員工再次以同樣的模式進行捐款,這次一共有57位,在2022年9月8日至14日,又捐給了侯友宜10萬元,總共捐出570萬。","(時代力量提供) 立委王婉諭表示,侯友宜去年尋求連任時,新竹物流、士林電機的董監事、中高階員工再次以同樣的模式進行捐款,這次一共有57位,在2022年9月8日至14日,又捐給了侯友宜10萬元,總共捐出570萬。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]",[],False,,03_Lai_ltn_news,2023-12-18 13:54:30,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_2001252c57f6_u019,"賴清德指出,現在講台獨就是指台灣社會的共識就是,台灣不屬於中華人民共和國的一部分,台灣這塊土地所有權是屬於台灣人民全體共有。",claim,"中國講台獨、跟台灣講台獨,基本上是不一樣的東西。","對於藍營操作「票投民進黨、青年上戰場」,賴清德認為,這是配合中國的文宣,但禁不起檢驗,因為民進黨還沒執政前,兩岸就發生過戰爭,包括八二三砲戰、古寧頭戰役等,中國要併吞台灣不是最近的事、不是民進黨執政之後的事。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-08-07 23:12:00,L1-05,5.3,l2_L2-05|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_1ff6d59780d7_u005,"對此,朱立倫說,必須大家有共同理念、政策及想法,最重要的就是要和平安定,沒有人希望打仗,如果再讓民進黨執政下去,就是兩岸走向戰爭,必須要反對台獨造成的兵兇戰危,共同團結,真的下定決心掃除台灣的不公不義,能源政策要有不缺電的台灣,不能再搞到大缺電、黑暗的台灣, 這些共同理念才是最重要的。",claim,"媒體問到,執政大聯盟是否有跟非綠談過?","朱立倫表示,相信很多在野的朋友心有戚戚焉,知道為什麼要政黨輪替、下架民進黨, 不是為了政治鬥爭或爭權奪利,而是要讓大家過好日子,只要認同這理念的,大家一起來,這個過程中大家能夠秉持「小我小一點,大我大一點,成功不必在我,成功一定有我」的理念,就有可能會贏,在野大聯盟會越來越強。","[{""name"": ""民進黨"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,02_Ke_ltn_news,2023-07-24 10:59:59,L1-05,5.3,l2_L2-04|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_a8e564f85a2d_u000,"民進黨總統參選人賴清德今天上午走訪高雄美濃輔天五穀宮、旗山天后宮表示,國家主權就是所有權,籲請民眾看清兩岸局勢,接受九二共識等於放棄台灣主權。",claim,,"(記者蘇福男攝) 2023/10/15 13:45 〔記者蘇福男/高雄報導〕民進黨總統參選人賴清德今天上午走訪高雄美濃輔天五穀宮、旗山天后宮表示,國家主權就是所有權,籲請民眾看清兩岸局勢,接受九二共識等於放棄台灣主權,同時要提高國防力量,繼續製造潛艦,守護台灣主權。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,02_Ke_ltn_news,2023-10-15 13:45:36,L1-05,5.3,l2_L2-04|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_71ebb4d45533_u000,"民眾黨總統參選人柯文哲昨(9)日酸,民進黨總統參選人賴清德哭就是為了萬里老家違建,更稱「乾脆直接去他家違建前面辦個直播,會安排一下,讓他哭更大聲」。",claim,,"柯文哲今(10)日再嗆賴,說謊話在先,「拆掉就好啦,一直拗很奇怪,不是好的政治文化」。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,03_Lai_tvbs_news,2023-12-10 12:17:00,L1-05,5.3,boundary_semantic|has_speaker|has_target|claim|good_length,l1_gap_filling
_6520e7054ad8_u000,"侯友宜台中造勢 合體韓國瑜盧秀燕成焦點 2023/10/20 22:31 (10/20 23:21 更新) (中央社記者趙麗妍台中20日電)中國國民黨總統參選人侯友宜今天晚間在台中市辦造勢大會,台中市長盧秀燕、前高雄市長韓國瑜與會同台,「漢子、燕子、禿子」合體呼籲團結,讓台灣再出發。",claim,,"以神秘嘉賓身分出現在造勢晚會、掀起高潮的韓國瑜表示,「燕子」身心靈投入台中已不年輕,認真的女人最美,盧秀燕有3分疲倦、7分美麗;","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],True,campaigning,01_Ho_chinatimes_news,2023-10-20 22:31:00,L1-05,4.8,l2_L2-14|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_311e3b98f7b0_u003,"大選將進入倒數72小時,民進黨選前十天在各縣市舉辦21場大型造勢,預計明晚揮軍凱道,選前之夜則分別在賴清德的本命區台南、故鄉新北市板橋舉辦。",context,"但柯辦則駁斥綠營說法,稱民進黨愛說謊。",民眾黨選前之夜則在凱道。,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],True,campaigning,03_Lai_tvbs_news,2024-01-10 15:08:00,L1-05,4.8,boundary_semantic|has_speaker|has_target|procedural|good_length,l1_gap_filling
副总统辩论_a4a3572e071e_u438,"所以我认为总统,副总统,需要去面对这个问题创造更多不同理念,不同意见可以对话的平台。",claim,"新兴社羣,媒体的平台的凝聚造成物以类聚我们同样的理念比较难跟其他不同意见的人来做沟通。","萧美琴: 我自己也愿意,如果当选的话作为未来的副总统,来邀请赵先生还有吴女士一起来共商国事。",[],[],False,,副总统辩论,,L1-05,4.8,boundary_semantic|has_speaker|has_target|claim,l1_gap_filling
_f57b1d73003b_u001,"連戰表示,總統大選與立法委員選舉已經進入倒數時刻,這是攸關台灣安危、經濟發展、子孫前途的重要選舉,他和大家同樣的關心。",claim,"2024總統大選進入最後倒數階段,前副總統連戰辦公室今(28)日發出一封連戰的公開信,提到這次選戰相當激烈,唯有支持國民黨正副總統候選人侯友宜與趙少康,政黨輪替的使命才可以貫徹達成,否則選票分裂,將讓民進黨重新享受漁翁之利,那時大家後悔遺憾也於事無補了。","這些日子因為醫生囑咐要求他靜養,因此他無法像往常全國奔波,親身為優秀的候選人輔選吶喊,他深感遺憾。",[],[],False,,01_Ho_tvbs_news.csv,2023-12-28 10:02:00,L1-05,4.3,l2_L2-03|has_speaker|has_target|claim|good_length,l1_gap_filling
_32011924e1da_u003,"朱立倫表示,「藍白合」在兩黨共同理念的「理念合」、立委選舉的「國會合」,可以算是有相當共識,希望持續來努力。",claim,"朱立倫指出,他們抱持坦承的心態,希望盡快找出協商的方案,目前大家正在努力當中,這中間就是情緒少一點、誠意及耐心多一點,不耐的情緒、語言少一點,最重要是換位思考、同理心,國民黨有多少支持者是從等待、期待到不滿、憤怒的情況,甚至有更情緒化的發言,最後一定是往大局、往大我的方向努力,這是他們秉持的決心。","最辛苦的總統大選部分,週一侯友宜沒參加協商,",[],[],False,,01_Ho_ltn_news,2023-11-01 15:36:10,L1-05,4.3,l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_01f24872876e_u007,"因為原民長輩的健康很重要,雖然已經有文化健康站、關懷站,他覺得還是不夠,因此在提出「55歲到64歲原住民長者健康照顧」,以財務全額補助所有原住民長者的健保費,因為健保還要繳費,除了少部分排富以外,都可以享受到健保免費。",context,"侯友宜指出,今天藉這個機會提出如何振興原住民的經濟、保護原住民的權益,讓台灣變得更美麗、更有顏色,這是他希望為原住民朋友所做的事情,第一個是提出要全面照顧原住民長者的健康,","侯友宜說,第二個是「振興原鄉經濟」,他提出要提高中央補助款來扶植特色的產業,並栽培原住民的青年來創業,很多原住民回到自己的故鄉沒有辦法創業,是因為整個支持的力道不夠,希望中央多一點補助款,給他們多多照顧,讓原住民的青年人返鄉能夠創業,或是能夠在地創業。",[],[],False,,01_Ho_ltn_news,2023-11-16 16:51:44,L1-05,4.3,l2_L2-06|l2_L2-12|has_speaker|has_target|good_length,l1_gap_filling
_741aec17322a_u018,"(編輯:李錫璋)1120716 綠營遺憾716凱道集會變味 黃國昌:拚訴求非造勢 全代會碰凱道集會 賴清德:傾聽聲音、不以人廢言 賴清德:維持現狀 以中華民國台灣團結社會 民進黨全代會登場 陳建仁秀政績:給世界更好的台灣 蔡英文授旗賴清德 相信能接棒穩健帶領台灣 蔡總統允續推居住正義 賴清德拋0到6歲國家養2.0 黃國昌土地涉違規設停車場 新北市府擬開罰6萬元 遭黃國昌指濫訴 鄭文燦:正義非由一人壟斷詮釋 國民黨中評委黃文章挺郭台銘 黨部:未涉黨紀 傳柯侯郭下週見面 侯友宜:謝謝關心 2023/07/17 13:20 2023/07/16 18:12 2023/07/16 18:01 2023/07/16 17:46 2023/07/16 16:15 2023/07/16 12:57 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",context,"另外,「館長」YT直播頻道線上觀看人數持續有近4萬人在線上觀看。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""綠營"", ""party"": ""DPP""}]",[],True,campaigning,01_Ho_chinatimes_news,2023-07-16 17:46:00,L1-05,4.3,l2_L2-05|l2_L2-14|has_speaker|has_target|procedural,l1_gap_filling
_32011924e1da_u003,"朱立倫表示,「藍白合」在兩黨共同理念的「理念合」、立委選舉的「國會合」,可以算是有相當共識,希望持續來努力。",claim,"朱立倫指出,他們抱持坦承的心態,希望盡快找出協商的方案,目前大家正在努力當中,這中間就是情緒少一點、誠意及耐心多一點,不耐的情緒、語言少一點,最重要是換位思考、同理心,國民黨有多少支持者是從等待、期待到不滿、憤怒的情況,甚至有更情緒化的發言,最後一定是往大局、往大我的方向努力,這是他們秉持的決心。","最辛苦的總統大選部分,週一侯友宜沒參加協商,",[],[],False,,02_Ke_ltn_news,2023-11-01 15:36:10,L1-05,4.3,l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_104856f2f8d6_u000,"前立法院長王金平(前排右)今天出席第二屆「中道高峰會」,受訪時表示,他很早以前就肯定過「藍白」會「合」,現在的發展趨於樂觀。",claim,,"(記者吳亮儀攝) 2023/10/31 11:37 〔記者吳亮儀/台北報導〕國民黨和民眾黨昨天(30日)首度碰頭「喬」藍白合,但僅有4點表面共識;",[],"[""立法院|institution""]",False,,01_Ho_ltn_news,2023-10-31 11:37:02,L1-05,4.3,l2_L2-03|has_speaker|has_target|claim|good_length,l1_gap_filling
_1f0dc6ffa00b_u003,遭警誤認「泊車小弟」2天後人生翻轉 更多新聞:專訪/謝展榮當眾告白「氣質女星」 羞吐感情現況:是很大的責任 2024總統大選倒數 獨家分析盡在TVBS 2023國內外10大新聞哪個議題最有感?,context,遭警誤認「泊車小弟」2天後人生翻轉 更多新聞:獨/謝祖武愛子開名車違停!,👉早上空腹喝黑咖啡的真相 👉代謝出狀況?,[],[],False,,02_Ke_tvbs_news,2024-01-02 10:24:00,L1-05,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_c1927ee35737_u003,"2024總統大選倒數、候選人、民調分析盡在TVBS 點我拿《花樣奶奶金難搞》免費電影票,11/3起隨時進戲院 點我拿《花樣奶奶金難搞》免費電影票,11/3起隨時進戲院 👉早上空腹喝黑咖啡的真相 👉代謝出狀況?",context,"蓋洛普最新民調顯示,這些漲幅基本上已被抹去。",你吃的可能是關鍵!,[],[],False,,01_Ho_tvbs_news.csv,2023-10-25 15:02:00,L1-05,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
萧美琴专访_8144c8ff6902_u080,"萧美琴: 如果说他可以用更多同理心来看待台湾的民意,用一个更有弹性的方式来愿意对话,我相信台湾民意也可以支持那。",claim,如果说你去为了谈而谈然后他要求一些条件或者是一些违背台湾民意的。,没有台湾民意支持出来的对话或者是谈判的结果都不会持久。,"[{""name"": ""萧美琴"", ""party"": ""DPP""}]",[],False,,萧美琴专访,,L1-05,4.3,l2_L2-08|has_speaker|has_target|claim|good_length,l1_gap_filling
_b4f0c9744181_u024,"因為「志工」而接觸到社會各面向的問題和需求,幫助大學生發現自己對哪些議題、事物能充滿熱情,「若能實際體驗他們所感興趣的領域,並了解自己是否真的熱愛這些工作。」 No.6 豐富社交圈廣交朋友 No.6 豐富社交圈廣交朋友 交朋友是不少人選擇做志工的動力之一,尤其在大學中有許多服務性質的社團可以參與,內容也相當多元,例如高齡社區關懷、環境保育、流浪動物、偏鄉服務等等。",context,"多元的環境,讓大學生可以參與各種不同的活動和領域,從而有機會嘗試新事物,這有助於他們更全面地了解自己,發現自己潛在的天賦和興趣。","不少大學生喜歡利用課餘的時間,透過參加服務社團的方式,認識更多來自不同科系、不同年紀的朋友,能夠在大學時期建立的人際網絡,這些聯繫可能會在尋找工作機會或追求興趣相關的項目時派上用場,通過與志同道合的志願者和專業導師互動,大學生可以獲得有價值的建議和指導,這有助於他們更清晰地定義自己的興趣和目標。",[],[],False,,03_Lai_tvbs_news,2023-09-23 14:27:00,L1-05,4.3,l2_L2-05|l2_L2-11|has_speaker|has_target|good_length,l1_gap_filling
_b4f0c9744181_u005,"例如明新科大走進新竹縣新豐鄉,與在地瑞興社區及偏鄉瑞興小學合作,鼓勵青銀代間學習互動,南臺科大也和企業志工,攜手走入社區巷弄長照站據點,持續宣導失智症識能教育,有參與活動的同學說「原來長輩生活這麼大不易」、「送餐給阿公阿嬤還能聽他們的故事,很溫暖也很有收穫」、「不一定要賺大錢,行有餘力助人也能展現自己的價值」。",claim,"他們可以看到自己的付出如何改變他人的生活,這種影響力往往是非常具有滿足感的。","No.2 累積志工時數/必修學分 No.2 累積志工時數/必修學分 部分大學為鼓勵學生學會付出,在畢業門檻當中,設下志願服務時數的標準;",[],[],False,,03_Lai_tvbs_news,2023-09-23 14:27:00,L1-05,4.3,l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_03e0382a3bb7_u011,"蔣萬安向來溫和有禮,中規中矩、小心翼翼不犯錯,表現在議會面對質詢,總僅以「再研議」應對,媒體受訪也照訪綱,「有距離的親切感」卻不夠接地氣;",context,"蔣上任因處理柯留下的市政爛攤而與民眾黨議員對立,柯在外場回擊的砲火不留情面,適逢「藍白合」關鍵時刻,蔣就事論事,提出悠遊卡興櫃案六大缺失、不滿教育基金在柯任內被用罄、吃下北藝北流欠款悶虧代墊償還,迴避與柯直球對決,把勝仗打成平手,未幫大選助攻。","在天坑、基泰大直坍塌兩次重大市政危機處理,雖在第一時間表達重視、關心,但牽涉工程專業,仍以副市長李四川為指揮官,還未展現其決斷力。",[],[],False,,01_Ho_ltn_news,2023-12-19 05:30:00,L1-05,4.3,boundary_semantic|has_speaker|has_target|good_length,l1_gap_filling
_f387b1bf49a5_u003,「神秘4符號」藏玄機 鐵粉嗨翻:懂了 民眾黨總統參選人柯文哲、民進黨總統參選人賴清德都屬豬。,context,彭啟明曝「暴風圈侵襲範圍」:2地注意 更多新聞:郭台銘選定2024?,(圖/TVBS資料畫面、胡瑞麒攝) 國民黨總統參選人侯友宜屬雞、鴻海創辦人郭台銘屬虎(圖/TVBS) 更多新聞:哪牌冷氣最省電?,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]",[],False,,02_Ke_tvbs_news,2023-07-24 12:51:00,L1-05,3.8,boundary_semantic|has_speaker|has_target,l1_gap_filling
_09c20a84ae1b_u000,"辛苦的勞工朋友們,今天請好好放鬆,享受這個屬於你們的節日!",context,,"世界上大多數國家或地區的勞動節都在5月1日,美加訂於9月的第一個周一,日本每年11月23日,也有「勤勞感謝之日」,以感謝勞動階級對社會和經濟所做的貢獻。",[],[],False,,02_Ke_X_datasets,2023-05-01 15:43:00,L1-05,3.8,boundary_semantic|has_speaker|has_target,l1_gap_filling
_a67d8b28204b_u000,"新北市永和區立委候選人陳愷寧,上個月發文代替外送員爸爸道歉,澄清媽媽並沒有過世,只是爸爸習慣用過世代替離婚,時隔一周,他再次出門掃街拜票,坦言內心蠻衝擊的,而重新復出的,還有花蓮縣立委候選人張美慧,針對競選團隊工讀生,無照闖禍的事件,他表示會越挫越勇,堅強面對。",claim,,2024總統大選倒數 獨家分析盡在TVBS 2023國內外10大新聞哪個議題最有感?,[],[],True,campaigning,03_Lai_tvbs_news,2024-01-07 20:28:00,L1-05,3.8,has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_a68188453463_u006,"蔡英文認為,辯論會有可能出現這四題,前年公投,民進黨的立場是「四個不同意」,而這四題,民進黨同樣「四個不同意」。",claim,"蔡英文總統昨晚為賴清德及副總統候選人蕭美琴拉抬聲勢時,即以「蔡教授」之姿幫忙猜題,包括民進黨執政中華民國會滅亡、兩岸會打仗、大撒幣、貪腐等,蔡並說:「我選了三次總統,國民黨每次都這幾題」。","賴清德昨晚也直攻「藍白合」告吹一事說,他今天要辯論的兩位對手,今年曖昧大半年、最後卻翻桌破局,盼大家準時收看辯論會、為他加油。","[{""name"": ""民進黨"", ""party"": ""DPP""}]","[""辯論|procedure""]",True,debate/manifesto,02_Ke_ltn_news,2023-12-30 13:59:20,L1-05,3.8,has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_37312255d310_u003,"本站昨日曾報導《台灣史上最強辯論王是誰》,當時PTT鄉民幾乎一面倒大讚前總統陳水扁在2004年的總統大選辯論上,臨場反應極佳,直接殺爆對手,更稱他一人「獨佔SS級」,「戰神阿扁,沒有之一」。",claim,"今(31)日則又有人好奇「那最不會辯論的呢?」問題一出,再度引爆話題。",《台灣史上最強辯論王是誰》 更多新聞:「人民納稅養死囚」38人未伏法 侯友宜承諾:當選後該執行就執行 更多新聞:開砲王義川「算什麼東西」 趙少康:別拿他的問題侮辱我 更多新聞:TVBS民調/辯論會後「賴侯支持度降」 逾8成民眾會去投票 2024總統大選倒數 獨家分析盡在TVBS 2023國內外10大新聞哪個議題最有感?,[],"[""辯論|procedure""]",True,debate/manifesto,03_Lai_tvbs_news,2023-12-31 17:44:00,L1-05,3.8,has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_98e4e6140de7_u001,"(王文宏提供) 2023/02/26 12:26 〔記者黃旭磊/高雄報導〕228事件受難者家屬計畫首度回到前高雄要塞司令部舉辦追思會,參與者、台灣二二八關懷總會理事長王文宏憶及,2021年代表受難家屬在蔡總統前演説,用台語提到「蔣家父子王朝」,講稿竟在現場沒風情況下飛出2米遠,實在是「遇到靈異事件了。」 受難家屬代表林黎彩等人,計畫於3月6日重返1947年高雄要塞司令部(現為壽山營區),舉辦佛教及基督教獻花追思儀式,當地曾是7人和平代表團和高雄要塞司令彭孟緝談判破裂地點,也是228事件鎮壓啟始點。",claim,"王文宏用台語提到「蔣家父子王朝」,講稿竟飛起約半公尺。","王文宏受訪時,拿出手機點閱總統府「二二八事件74周年中樞追思紀念儀式」影片,他說,蔡總統參加儀式坐在首排,他接在高雄市長陳其邁後面致詞10分鐘,會場在二二八和平紀念公園戶外沒風,當以台語提到「蔣家父子王朝」,兩張講稿放在透明文件夾,突然無風飛起約半公尺高,掉落在左邊約2公尺處,趕緊跑過去撿回。",[],[],False,,02_Ke_ltn_news,2023-02-26 12:26:57,L1-05,3.8,l2_L2-04|has_speaker|has_target|claim,l1_gap_filling
副总统辩论_a4a3572e071e_u188,"赵少康: 赖清德, 你宪法也读过了宪法。",context,"赵少康: 我,除了辞掉中广的董事长以外,因为赖清德常常讲说张浩康将来什么功高震主等等,一堆。",副总统就是卑微卑微要怎么震主。,"[{""name"": ""赖清德"", ""party"": ""DPP""}, {""name"": ""赵少康"", ""party"": ""KMT""}]",[],False,,副总统辩论,,L1-05,3.8,boundary_semantic|has_speaker|has_target,l1_gap_filling
_8e7a7f13e88e_u002,"國民黨不分區名單昨天在中全會投票下全數通過,排名第一的高雄市前市長韓國瑜票數最高,李德維昨受訪時透露,現任不分區無人留任,在中全會上吵半天,認為這份名單是朱立倫的意志,基層沒受到重視,他透露,不少中央委員都在「狂幹」,「覺得平常繳錢的時候要我們來、要通過的時候也要我們來。」 不分區立委中,爭取連任的李德維(左)、吳怡玎(右)皆未被提名。",claim,"國民黨立院黨團首席副書記長、現任不分區李德維今(20)日坦言,無法向黨內支持的好朋友交代,所以確實有退出幾個群組,但他也認為,不分區名單是朱立倫權責,完全尊重跟理解,但基層聲音上達、反映機會非常小,黨中央應檢討、反省。",(圖/國民黨提供) 2024總統大選倒數、候選人、民調分析盡在TVBS 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 新北耶誕城「桑塔熊回歸」必看光雕秀 活動時間、交通攻略 《黃金露戰隊》看達人車宿攻略 再抽露營周邊好禮!,"[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,01_Ho_tvbs_news.csv,2023-11-20 12:52:00,L1-05,3.3,has_speaker|has_target|claim|good_length,l1_gap_filling
_9074848ce32d_u000,"兩岸「三金」影后章子怡與中國搖滾男歌手汪峰2015年結婚,婚後育有一雙子女,過往2人常曬恩愛,不過近月卻傳出感情不穩。",context,,"今(23日)中國八卦媒體「江小宴」爆料「汪峰、章子怡確實離婚了」,話題馬上直衝微博熱搜第一。",[],"[""兩岸|cross-strait""]",False,,02_Ke_tvbs_news,2023-10-23 14:28:00,L1-05,3.3,l2_L2-04|has_speaker|has_target|good_length,l1_gap_filling
_e818d6d91a66_u001,"此前,資深音樂人兼超級韓粉劉家昌表示,看到侯民調18%的藍營支持者都茫然沮喪,要他發聲明要求,「國民黨退出這次中華民國總統的選舉」。",claim,"《美麗島電子報》最新民調出爐,國民黨總統參選人、新北市長侯友宜支持度僅22.6%,輸給民進黨賴清德、民眾黨柯文哲位居「老三」。","劉家昌5日在臉書指出,當年前總統馬英九批評時任總統陳水扁,民調低到剩18%沒資格當總統,但輪到馬英九民調跌落時仍繼續做,如今國民黨民調又跌至此,劉說:「你們好意思一而再的羞辱中華民國嗎?該把中華民國還給人民自主吧。」 更多新聞:「民眾不想聽侯友宜說話」 陳玉珍點破原因:回答千篇一律 資深音樂人劉家昌。","[{""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""藍營"", ""party"": ""KMT""}]",[],False,,02_Ke_tvbs_news,2023-06-07 17:40:00,L1-05,3.3,has_speaker|has_target|claim|good_length,l1_gap_filling
_c2ed623a705d_u000,"資深歌手葉蒨文出道超過40年,唱紅無數經典歌曲,憑著一首〈瀟灑走一回〉紅遍兩岸三地,與梅艷芳、林憶蓮、陳慧嫻並列「四大天后」,1996年跟樂壇才子林子祥結婚,鶼鰈情深27年,感情依舊甜蜜,是演藝圈著名的銀色夫妻檔。",context,,"近日有網友在路上巧遇葉蒨文和林子祥,兩人不只親切合影,頂著一頭花白頭髮的葉蒨文雍容貴氣,完美示範「優雅老去」的風姿。",[],"[""兩岸|cross-strait""]",False,,01_Ho_tvbs_news.csv,2023-09-13 10:16:00,L1-05,3.3,l2_L2-04|has_speaker|has_target|good_length,l1_gap_filling
柯文哲专访_a0a69a5bb2f6_u062,"另外就是在立法院将来的合作的时候,比如说跟国民党的合作有没有可能支持韩国瑜当立法院院长像这些问题我们都会问他这样子好 那么在听柯文哲怎么讲之前,我们先来看一下今天的干爹吧。",claim,范琪斐: 所以我们也想要知道说他会不会下来。,"范琪斐: 以前电子书要嘛有次数限制,不然就是排队要等到天荒地老。","[{""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""国民党"", ""party"": ""KMT""}]","[""立法院|institution""]",False,,柯文哲专访,,L1-05,3.3,has_speaker|has_target|claim|good_length,l1_gap_filling
_5ac08237cb85_u011,"應嚴格要求每一個總統候選人不要再喊和平,而是要提出確保和平的方案,當選後要如何確保台灣的和平。",context,"呂秀蓮認為,台灣民主若不存在,還有總統可以當嗎?","她沒有要選總統,但她有兩岸關係的策略,必須改善與中華人民共和國的關係,不是屈服和巴結,要讓中共認清歷史真相,要還台灣一個清白,一個中國一個台灣不是台灣人造成的,那是史達林和杜魯門造成的,所以莫怪台灣,要改善兩岸關係,北京當局有莫大的責任。",[],[],False,,02_Ke_ltn_news,2023-05-09 14:07:34,L1-05,2.8,l2_L2-04|has_speaker|has_target,l1_gap_filling
_88bf70726c8a_u011,"得票率達5%,獲得該屆不分區立委席次分配資格,依照得票率推算席次,並依照政黨推薦的候選人名單順序選出。",context,"得票率達3%,政黨每年可以取得每票每年50元的補助款。","下一屆總統大選可以不經連署,直接提名總統候選人。",[],[],False,,02_Ke_tvbs_news,2024-01-09 17:14:00,L1-05,2.3,has_speaker|has_target|good_length,l1_gap_filling
_f2d594702ef1_u001,"(賴清德競辦提供) 2023/10/11 11:33 首次上稿 10:47更新時間 11:33(新增照片) 〔記者陳昀/台北報導〕2024總統選戰掀起海外台僑熱,民進黨總統參選人賴清德更積極布局海外後援組織,21歲台法混血兒杜若薇(Léa Dumortier)曾在「2023台美小姐選拔賽」獲「第一公主」和「最佳人氣獎」,將加入賴清德「海外青年團」擔任競選志工,號召年輕台僑返台投票挺台灣。",context,"21歲台法混血兒杜若薇(右三)在「2023台美小姐選拔賽」獲「第一公主」和「最佳人氣獎」,將加入賴清德海外青年團擔任競選志工,圖為杜若薇當年曾與時任台南市長的賴清德(右二)合照。","杜若薇就讀柏克萊加州大學(University of California, Berkeley),在社群媒體坐擁逾17萬粉絲,在美國出生長大的她會說中文、台語、英文、法文與西班牙文共5種語言,每年暑假都和台灣母親回台南老家探望祖父母,疫情期間曾長住台灣一年,深入體會在地文化與生活方式,期間不僅考到駕照、拿到身分證與健保卡,也擁有投票權。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,02_Ke_ltn_news,2023-10-11 11:33:44,L1-05,2.3,has_speaker|has_target|good_length,l1_gap_filling
_3c879f131da4_u084,"事實上,我們已經建立了這個基礎,在我擔任總統的8年都在這樣做,我訪問了大陸,嘗試跟他們交朋友,真正促進更緊密的聯繫,這可能才是不使用武力解決我們問題的最佳方式。",context,這就是為什麼我主張和平解決爭端。,"馬英九:這取決於你如何與他合作,我認為可以的。",[],[],False,,01_Ho_tvbs_news.csv,2024-01-10 16:52:00,L1-05,2.3,has_speaker|has_target|good_length,l1_gap_filling
